system_id,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
281,mp-11641,"(1, 1, 0)",1,Ag2SeO4_mp-11641_hXcfXvyV0J_vBgNPfKImO,Ag16Se8O32,23243,OH,-493.81082737,110,1,3.4608931899999504
27541,mp-11641,"(1, 1, 0)",1,Ag2SeO4_mp-11641_hXcfXvyV0J_PH2eZp4JEt,Ag16Se8O32,23243,O2,-496.32113621,110,1,5.0235843499999575
23247,mp-11641,"(1, 1, 0)",2,Ag2SeO4_mp-11641_hXcfXvyV0J_9Ex8eqt78T,Ag16Se8O32,23243,C,-502.99414315,110,2,-0.9517112950000177
1636,mp-11641,"(1, 1, 0)",1,Ag2SeO4_mp-11641_hXcfXvyV0J_WDkwezTIhI,Ag16Se8O32,23243,H,-489.8031496,109,1,0.009570959999995132
6370,AgAsO4-rutile,"(2, -1, 1)",2,AgAsO4_AgAsO4-rutile_9SZ58qrpYv_07xsbws2LH,Ag1As1O4,40661,O,-363.3316973,72,2,1.2957442250000177
83932,AgAsO4-rutile,"(2, 1, 1)",2,AgAsO4_AgAsO4-rutile_0iKLH2tuVZ_kNb0lK4jBl,Ag1As1O4,85495,H,-378.1046847,75,2,-3.4643233499999964
44958,AgAsO4-rutile,"(1, 0, 3)",2,69019397_AgAsO4_AgAsO4-rutile_xDgiFMfeiw_NPYtpoOFvn,Ag1As1O4,80792,O,-635.83571587,126,2,3.986649530000019
20739,AgAsO4-rutile,"(1, -1, 0)",1,AgAsO4_AgAsO4-rutile_Wre4Kp9aYu_QxM9SAoXMS,Ag1As1O4,13262,O,-173.49890699,35,1,2.459329230000005
13607,AgAsO4-rutile,"(1, -1, 0)",1,AgAsO4_AgAsO4-rutile_Wre4Kp9aYu_XTIVDwcK7t,Ag1As1O4,13262,O2,-179.54395154,36,1,3.8732846800000047
42105,AgAsO4-rutile,"(2, 1, 3)",1,90423983501299385769012_AgAsO4_AgAsO4-rutile_B0ub9kjZaI_4AOgP7R4Dr,Ag1As1O4,45389,O2,-621.54460688,122,1,5.043444990000005
31147,AgAsO4-rutile,"(1, -1, 0)",1,AgAsO4_AgAsO4-rutile_Wre4Kp9aYu_DM1ZOTAXuM,Ag1As1O4,13262,CO,-188.28145978,36,1,-4.991223560000005
43680,AgAsO4-rutile,"(1, -1, 0)",1,51024953_AgAsO4_AgAsO4-rutile_j7DsLndGa6_90mTVmGwjW,Ag1As1O4,44515,N,-134.57884309,27,1,-2.596620889999995
82266,AgAsO4-rutile,"(0, 0, 1)",1,1010404_AgAsO4_AgAsO4-rutile_Bl2sRQ2B1H_1bgi93EB8k,Ag1As1O4,81709,H2O,-422.55430906,87,1,-10.904655679999957
84009,AgAsO4-rutile,"(2, 1, 1)",1,AgAsO4_AgAsO4-rutile_0iKLH2tuVZ_0DoPnaEq69,Ag1As1O4,85495,H,-378.48281106,75,1,-10.692773060000004
22777,AgAsO4-rutile,"(2, -1, 1)",1,AgAsO4_AgAsO4-rutile_9SZ58qrpYv_B7QnpBABn3,Ag1As1O4,40661,HO2,-369.33124387,73,1,-0.022058119999972092
42253,AgAsO4-rutile,"(2, 1, 0)",1,123212059559_AgAsO4_AgAsO4-rutile_qSUiTDqebP_j7ybtTXTza,Ag1As1O4,81127,H,-441.66360136,88,1,0.5922804800000323
29760,AgAsO4-rutile,"(1, 1, 0)",1,AgAsO4_AgAsO4-rutile_NAW3HeUucl_BZz5coeJMz,Ag1As1O4,17689,O,-503.94203185,99,1,3.1797088700000096
45563,AgAsO4-rutile,"(1, -1, 0)",1,51024953_AgAsO4_AgAsO4-rutile_j7DsLndGa6_wHe3xf1h7E,Ag1As1O4,44515,H,-129.9389064,27,1,-2.8796842000000096
36289,AgAsO4-rutile,"(2, -1, 1)",2,AgAsO4_AgAsO4-rutile_9SZ58qrpYv_U8WawEcsm8,Ag1As1O4,40661,H,-356.79493634,72,2,0.4911247050000087
42457,AgAsO4-rutile,"(2, 1, 0)",1,123212059559_AgAsO4_AgAsO4-rutile_qSUiTDqebP_4NcZrW0WPv,Ag1As1O4,81127,O,-443.2484291,88,1,3.080452739999995
41818,AgAuO4-rutile,"(1, 0, 0)",2,2411243514_AgAuO4_AgAuO4-rutile_T7pzKYKT4b_uKtS4uT6nm,Ag1Au1O4,40957,O,-318.10549957,80,2,3.0933294699999827
12241,AgAuO4-rutile,"(3, 0, 1)",1,AgAuO4_AgAuO4-rutile_CVYKvN1jAi_sgJIQRUAsK,Ag1Au1O4,4284,O2,-437.36056245,108,1,4.93523505000001
37555,AgAuO4-rutile,"(1, 1, 2)",1,AgAuO4_AgAuO4-rutile_OBgrGa0q7W_c77BMHr2eg,Ag1Au1O4,21997,HO2,-383.80955963,95,1,3.634407729999989
33683,AgAuO4-rutile,"(2, 1, 3)",1,AgAuO4_AgAuO4-rutile_2aeWl972AP_JTm2fsGtr8,Ag1Au1O4,3675,CO,-299.54809606,72,1,-0.6488779599999894
16226,AgAuO4-rutile,"(2, 1, 3)",1,AgAuO4_AgAuO4-rutile_2aeWl972AP_YY9uEhYXoe,Ag1Au1O4,3675,C,-292.73861137,71,1,-1.2983932700000134
45649,AgAuO4-rutile,"(1, 0, 0)",3,2411243514_AgAuO4_AgAuO4-rutile_T7pzKYKT4b_WlxMu8MANG,Ag1Au1O4,40957,H2O,-354.44484282,87,3,-0.792561436666683
1290,AgAuO4-rutile,"(2, 1, 3)",1,AgAuO4_AgAuO4-rutile_2aeWl972AP_xL3CW63Ch8,Ag1Au1O4,3675,H2O,-299.3685015,73,1,-1.0292833999999917
14839,AgAuO4-rutile,"(1, 0, 1)",2,AgAuO4_AgAuO4-rutile_kpapoKe2aH_A6NcPoSYcS,Ag1Au1O4,28245,O,-336.82565418,84,2,3.407633759999978
9003,AgGeO4-rutile,"(3, 0, 1)",2,AgGeO4_AgGeO4-rutile_CWzLKmIRaW_47EFytK8lD,Ag1Ge1O4,13624,O,-480.91089115,96,2,2.529927280000006
31426,AgGeO4-rutile,"(3, 0, 1)",3,AgGeO4_AgGeO4-rutile_CWzLKmIRaW_UNjiUjxW2Q,Ag1Ge1O4,13624,H,-483.65567195,97,3,-0.8149754133333289
43443,AgHgO4-rutile,"(1, 1, 0)",2,414325470_AgHgO4_AgHgO4-rutile_3nNBhT2e0e_5fm2FVlYoR,Ag1Hg1O4,44232,O,-259.46662779,76,2,2.519054279999988
44742,AgHgO4-rutile,"(1, 1, 0)",4,904239835_AgHgO4_AgHgO4-rutile_vlqX7mdQnv_rTgkBpgoyY,Ag1Hg1O4,41568,O,-269.31016988,78,4,2.5168444
43791,AgHgO4-rutile,"(2, 1, 2)",2,414325470_AgHgO4_AgHgO4-rutile_XO0HVr6EAC_8HFTx2j2Oc,Ag1Hg1O4,44989,H2O,-170.40265428,47,2,-1.4472627250000105
44314,AgHgO4-rutile,"(2, 1, 2)",1,414325470_AgHgO4_AgHgO4-rutile_XO0HVr6EAC_KEZTTBLFI6,Ag1Hg1O4,44989,N,-145.99710823,42,1,1.3580205999999766
45243,AgHgO4-rutile,"(0, 0, 1)",8,90423983501299385769012_AgHgO4_AgHgO4-rutile_aVRRcDoNJA_FJ0fHxkNE4,Ag1Hg1O4,42619,C,-180.71299166,52,8,1.255982112499999
30138,AgHgO4-rutile,"(1, 1, 2)",1,AgHgO4_AgHgO4-rutile_9MchnisWZN_uMRAvR3WzG,Ag1Hg1O4,17936,O2,-293.34086067,86,1,2.804826079999991
5273,AgHgO4-rutile,"(1, 1, 2)",1,AgHgO4_AgHgO4-rutile_bDo5jbLaHE_yZNAlexzcg,Ag1Hg1O4,80167,CO,-335.67584153,96,1,0.12561608999999763
17724,AgHgO4-rutile,"(1, 1, 2)",2,AgHgO4_AgHgO4-rutile_bDo5jbLaHE_MZUPBOPmaR,Ag1Hg1O4,80167,O,-330.88088492,96,2,2.523786349999991
40999,AgHgO4-rutile,"(0, 0, 1)",8,90423983501299385769012_AgHgO4_AgHgO4-rutile_aVRRcDoNJA_KNkLGObPDu,Ag1Hg1O4,42619,H,-160.95052911,52,8,-0.21971006874999954
11080,AgIrO4-rutile,"(2, 0, 1)",2,AgIrO4_AgIrO4-rutile_eYjSaQGRWt_ksvUhRI2Nz,Ag1Ir1O4,30017,O,-195.50788687,35,2,3.4238564250000074
3998,AgIrO4-rutile,"(1, 0, 1)",10,AgIrO4_AgIrO4-rutile_lYpseD0XHJ_3lZi8Veczu,Ag1Ir1O4,80539,O,-497.74039826,90,10,2.038317572999998
10762,AgIrO4-rutile,"(2, 0, 1)",2,AgIrO4_AgIrO4-rutile_eYjSaQGRWt_Cnx3Zw3dWL,Ag1Ir1O4,30017,H,-195.0451953,35,2,-0.41779778999999007
4177,AgIrO4-rutile,"(2, 1, 1)",2,AgIrO4_AgIrO4-rutile_I46w4HMnv9_tJhyOv2f2S,Ag1Ir1O4,24871,O,-399.47981547,72,2,1.8220086249999916
45935,AgIrO4-rutile,"(2, 1, 2)",1,90423983501299385769012_AgIrO4_AgIrO4-rutile_48hpzop49Y_kcIMD2upJd,Ag1Ir1O4,44304,C,-241.62419136,46,1,9.184200570000009
40980,AgIrO4-rutile,"(2, 0, 1)",2,509358681_AgIrO4_AgIrO4-rutile_ls5ccSoyTQ_D23wUzelLp,Ag1Ir1O4,43993,O,-188.06417156,35,2,2.1671871749999916
24729,AgIrO4-rutile,"(2, 1, 3)",2,AgIrO4_AgIrO4-rutile_nHabyzqNfR_sg6ePgrFtR,Ag1Ir1O4,34579,O,-375.15888823,68,2,2.5970497250000015
38233,AgIrO4-rutile,"(2, 1, 1)",1,AgIrO4_AgIrO4-rutile_I46w4HMnv9_Q9mdmKbTZP,Ag1Ir1O4,24871,HO2,-403.00678128,73,1,3.5030514400000037
8587,AgIrO4-rutile,"(2, 1, 1)",1,AgIrO4_AgIrO4-rutile_I46w4HMnv9_GDYz6CuXLn,Ag1Ir1O4,24871,C,-397.6267814,71,1,-2.088948680000038
40966,AgIrO4-rutile,"(2, 0, 1)",2,509358681_AgIrO4_AgIrO4-rutile_ls5ccSoyTQ_H19KfZ3SBk,Ag1Ir1O4,43993,C,-197.17666014,35,2,-2.5160571150000033
2472,AgIrO4-rutile,"(2, 1, 3)",2,AgIrO4_AgIrO4-rutile_nHabyzqNfR_TFI43XhV2M,Ag1Ir1O4,34579,N,-382.59149582,68,2,-0.26925406999998636
29995,AgIrO4-rutile,"(2, 1, 3)",2,AgIrO4_AgIrO4-rutile_nHabyzqNfR_HNhUrTTYyx,Ag1Ir1O4,34579,O,-376.25034883,68,2,2.051319424999999
44110,AgIrO4-rutile,"(2, 1, 2)",1,90423983501299385769012_AgIrO4_AgIrO4-rutile_48hpzop49Y_qnkgriQrgc,Ag1Ir1O4,44304,OH,-253.89407474,47,1,0.42731718999999657
5139,mp-997039,"(1, 2, 0)",1,AgPdO2_mp-997039_qslFON74Ji_Aogv3LLGUz,Ag1Pd1O2,17294,O,-196.19597963,43,1,1.421156739999983
45498,mp-997039,"(1, 2, 1)",1,123212059559_AgPdO2_mp-997039_hZIpjACE4o_M5YJVFwJt2,Ag1Pd1O2,46034,N,-239.1781355,53,1,3.430574739999999
45679,mp-997039,"(1, 2, 1)",1,123212059559_AgPdO2_mp-997039_hZIpjACE4o_jwdp5mFxUf,Ag1Pd1O2,46034,CO,-250.10836445,54,1,-1.017654210000014
11898,mp-997039,"(1, 2, 0)",6,AgPdO2_mp-997039_qslFON74Ji_k9zl2DQaPS,Ag1Pd1O2,17294,N,-235.28011719,48,6,0.7886698633333324
45430,mp-997039,"(1, 2, 0)",1,235508583253254_AgPdO2_mp-997039_r81c7a9ykD_HHPvb9xMos,Ag1Pd1O2,45004,O,-244.18433719,55,1,0.5422245699999984
39578,mp-997039,"(1, 2, 0)",1,AgPdO2_mp-997039_qslFON74Ji_OwtkShySRp,Ag1Pd1O2,17294,HO2,-206.04999473,45,1,2.4121416399999838
5978,mp-997039,"(0, 1, 3)",1,AgPdO2_mp-997039_bG4iVRehkv_VgNvu4Gp8p,Ag1Pd1O2,38702,H2O,-404.29150403,89,1,-0.8490290199999837
32794,mp-997039,"(1, 0, 1)",4,AgPdO2_mp-997039_Xf4H9QFMwL_cNtvdSavQY,Ag1Pd1O2,22514,N,-392.59445458,88,4,1.566272354999997
42672,mp-997039,"(1, 0, 0)",4,69019397_AgPdO2_mp-997039_xJYn0O0Ku5_A9Pq1i1VNZ,Ag1Pd1O2,44382,O,-299.95450592,72,4,2.716034602500013
42160,mp-997039,"(1, 3, 3)",1,414325470_AgPdO2_mp-997039_WMVzsalnMp_0yhzI3BETu,Ag1Pd1O2,43020,O,-211.52729408,46,1,3.3951549900000053
44881,mp-997039,"(2, 1, 1)",1,235508583253254_AgPdO2_mp-997039_V9Z6n7iwMb_8HLfyGTdlZ,Ag1Pd1O2,45966,H2O,-259.73294253,57,1,-1.7149403300000134
35328,mp-997039,"(1, 2, 0)",1,AgPdO2_mp-997039_qslFON74Ji_HGOG7w9VqJ,Ag1Pd1O2,17294,O2,-201.96065805,44,1,3.115478319999987
43365,mp-997039,"(1, 0, 0)",4,69019397_AgPdO2_mp-997039_xJYn0O0Ku5_jbmExVc4T0,Ag1Pd1O2,44382,N,-309.02895885,72,4,1.297421370000011
42031,mp-997039,"(2, 1, 1)",1,235508583253254_AgPdO2_mp-997039_V9Z6n7iwMb_lQUorkcP2V,Ag1Pd1O2,45966,N,-250.4236663,55,1,1.6723358999999807
43215,mp-997039,"(1, 0, 0)",1,69019397_AgPdO2_mp-997039_xJYn0O0Ku5_UaiqMY7Hdo,Ag1Pd1O2,44382,O,-287.26744012,69,1,1.174204210000024
42015,mp-997039,"(1, 2, 0)",1,235508583253254_AgPdO2_mp-997039_r81c7a9ykD_0USQoyu5Bl,Ag1Pd1O2,45004,H2O,-254.98249755,57,1,-3.4839357899999985
43842,mp-997039,"(1, 3, 3)",1,414325470_AgPdO2_mp-997039_WMVzsalnMp_EEvAqunPl9,Ag1Pd1O2,43020,CO,-222.29514775,47,1,-0.040698680000016196
44600,mp-997039,"(1, 2, 0)",2,235508583253254_AgPdO2_mp-997039_r81c7a9ykD_3w3gwvdEOc,Ag1Pd1O2,45004,O,-250.67777814,56,2,0.7538918100000096
2278,mp-997039,"(0, 1, 3)",1,AgPdO2_mp-997039_bG4iVRehkv_6MEpGhQ8KP,Ag1Pd1O2,38702,H,-394.00151559,87,1,-1.4040405799999816
17646,mp-997039,"(1, 0, 1)",1,AgPdO2_mp-997039_Xf4H9QFMwL_2S3eSoVstT,Ag1Pd1O2,22514,CO,-381.74165539,86,1,-1.3271113900000238
42754,mp-997039,"(1, 2, 0)",1,235508583253254_AgPdO2_mp-997039_r81c7a9ykD_ei0RqrgfGc,Ag1Pd1O2,45004,C,-244.35179494,55,1,0.24776682000001582
44573,mp-997039,"(1, 3, 3)",2,414325470_AgPdO2_mp-997039_WMVzsalnMp_JG0F1WM1Yc,Ag1Pd1O2,43020,C,-223.00010763,47,2,-0.43632928000000337
22169,mp-997039,"(1, 0, 1)",1,AgPdO2_mp-997039_Xf4H9QFMwL_G87wmGd1PB,Ag1Pd1O2,22514,H2O,-380.80269935,87,1,-0.9481553500000306
43090,mp-997039,"(1, 0, 0)",1,69019397_AgPdO2_mp-997039_xJYn0O0Ku5_e44Y62ad5k,Ag1Pd1O2,44382,H2O,-296.16195353,71,1,-0.9483091999999775
40412,AgPdO4-rutile,"(2, 1, 2)",8,AgPdO4_AgPdO4-rutile_iPY4r2Yjq2_sAMDEUZg2a,Ag1Pd1O4,31481,H,-235.58707532,53,8,-0.5913611024999978
22255,AgPdO4-rutile,"(2, 1, 2)",1,AgPdO4_AgPdO4-rutile_iPY4r2Yjq2_tGSO6RD4uN,Ag1Pd1O4,31481,N,-208.78860394,46,1,3.2885825600000107
39169,AgPdO4-rutile,"(1, 0, 1)",2,AgPdO4_AgPdO4-rutile_YIiUWMfNVo_WemVBnr4Ow,Ag1Pd1O4,3127,O,-385.85311719,84,2,3.572092725000001
25717,AgPdO4-rutile,"(1, 0, 1)",1,AgPdO4_AgPdO4-rutile_FNGG2FnLtt_RNGttbf1jG,Ag1Pd1O4,31363,H2O,-391.54953208,85,1,-0.5947523400000083
24835,AgPdO4-rutile,"(2, 1, 2)",1,AgPdO4_AgPdO4-rutile_iPY4r2Yjq2_rlSNdsKNlR,Ag1Pd1O4,31481,OH,-214.26268232,47,1,0.3505041800000015
25462,AgPdO4-rutile,"(2, 1, 2)",1,AgPdO4_AgPdO4-rutile_iPY4r2Yjq2_QhifOSZPQk,Ag1Pd1O4,31481,CO,-219.46480626,47,1,-0.9056197599999756
3942,AgPdO4-rutile,"(1, 0, 1)",8,AgPdO4_AgPdO4-rutile_FNGG2FnLtt_P0lY9KABB5,Ag1Pd1O4,31363,O,-415.73103655,90,8,2.5830928987499995
11752,AgPdO4-rutile,"(1, 0, 1)",1,AgPdO4_AgPdO4-rutile_FNGG2FnLtt_tRJcr6fadC,Ag1Pd1O4,31363,HO2,-389.04601833,85,1,5.981761410000015
28563,AgPdO4-rutile,"(1, 0, 1)",1,AgPdO4_AgPdO4-rutile_FNGG2FnLtt_issfm4I10G,Ag1Pd1O4,31363,H,-378.71772537,83,1,1.3920543700000154
39298,AgPdO4-rutile,"(3, 0, 1)",1,AgPdO4_AgPdO4-rutile_27BGor88f9_ewWZnop711,Ag1Pd1O4,37801,HO2,-440.12059248,97,1,4.475707349999961
14295,AgPdO4-rutile,"(2, 1, 2)",2,AgPdO4_AgPdO4-rutile_iPY4r2Yjq2_8Q2WfLMrdL,Ag1Pd1O4,31481,O,-210.94297501,47,2,3.871605745000007
38968,AgPtO4-rutile,"(2, 1, 3)",1,AgPtO4_AgPtO4-rutile_KoN8pwpKEK_pQlpvXSIvE,Ag1Pt1O4,80361,C,-317.10252083,65,1,-2.421048299999989
38434,AgPtO4-rutile,"(3, 0, 1)",1,AgPtO4_AgPtO4-rutile_k3RCJ9r54W_RBL3twvyyF,Ag1Pt1O4,37583,O2,-392.90300393,82,1,4.550718070000009
17968,AgPtO4-rutile,"(2, 1, 3)",1,AgPtO4_AgPtO4-rutile_KoN8pwpKEK_T37MEdsA8s,Ag1Pt1O4,80361,H2O,-321.26133184,67,1,0.3191406899999887
8758,AgPtO4-rutile,"(3, 0, 1)",1,AgPtO4_AgPtO4-rutile_7aczCzKWNE_DAIOok8yEQ,Ag1Pt1O4,786,CO,-397.4844645,82,1,-0.16144230000002935
24059,AgPtO4-rutile,"(3, 0, 1)",1,AgPtO4_AgPtO4-rutile_7aczCzKWNE_aIaXGsA1a8,Ag1Pt1O4,786,HO2,-398.49659702,83,1,2.339425179999946
31575,AgPtO4-rutile,"(1, 1, 0)",3,AgPtO4_AgPtO4-rutile_0EhLf2AEmR_kzr40d0VXg,Ag1Pt1O4,39143,O,-225.93040894,47,3,3.002218020000002
40353,AgPtO4-rutile,"(1, 1, 0)",1,AgPtO4_AgPtO4-rutile_KAt79aQf1H_KeZp1w5KSL,Ag1Pt1O4,30026,CO,-240.80049506,48,1,-4.6407633599999905
9229,AgPtO4-rutile,"(1, 1, 0)",1,AgPtO4_AgPtO4-rutile_0EhLf2AEmR_17l0ububup,Ag1Pt1O4,39143,H2O,-228.40225449,47,1,-1.6111914899999764
38833,AgPtO4-rutile,"(1, 1, 0)",1,AgPtO4_AgPtO4-rutile_0EhLf2AEmR_u7xVXdSh6G,Ag1Pt1O4,39143,OH,-223.113083,46,1,0.29198000000002367
44293,AgPtO4-rutile,"(1, 1, 0)",1,90423983501299385769012_AgPtO4_AgPtO4-rutile_fnwpXrCY9e_Yplm8Va5xi,Ag1Pt1O4,45377,N,-121.12325565,25,1,-0.5460569900000092
28612,AgPtO4-rutile,"(3, 0, 1)",1,AgPtO4_AgPtO4-rutile_k3RCJ9r54W_V9vbxytGs5,Ag1Pt1O4,37583,HO2,-397.33571668,83,1,3.504005320000001
36501,AgPtO4-rutile,"(1, -1, 2)",1,AgPtO4_AgPtO4-rutile_5lfuIup2qV_vM5QRp3xYF,Ag1Pt1O4,32676,HO2,-439.23177456,91,1,1.6378003399999805
19056,AgPtO4-rutile,"(2, 1, 3)",1,AgPtO4_AgPtO4-rutile_KoN8pwpKEK_fTXmQC94wx,Ag1Pt1O4,80361,CO,-322.16284047,66,1,-0.022367939999977438
11846,AgPtO4-rutile,"(1, 1, 0)",5,AgPtO4_AgPtO4-rutile_0EhLf2AEmR_7l9XyLOrwR,Ag1Pt1O4,39143,H,-233.03066723,49,5,-0.7081208459999985
42572,AgPtO4-rutile,"(3, 0, 1)",1,90423983570956_AgPtO4_AgPtO4-rutile_cObuO7KMGT_jbgWeu9A9G,Ag1Pt1O4,43138,C,-474.39215067,97,1,-3.7116430699999734
81455,AgRhO4-rutile,"(1, 1, 2)",2,1012688_AgRhO4_AgRhO4-rutile_5MJwA2w7Rq_iEVEIIykTP,Ag1Rh1O4,82895,H,-482.02491269,94,2,0.7286445650000006
19873,AgRhO4-rutile,"(1, 0, 1)",3,AgRhO4_AgRhO4-rutile_Ir3CJ6TSLm_kIRCX2b2T4,Ag1Rh1O4,80231,O,-442.45943861,85,3,2.2522559966666678
3809,AgRhO4-rutile,"(3, 0, 2)",5,AgRhO4_AgRhO4-rutile_jEetwbMZrd_Ln6wwCpNsL,Ag1Rh1O4,79904,H,-620.93622794,123,5,-1.6436597939999857
42632,AgRhO4-rutile,"(1, 1, 0)",1,51024953_AgRhO4_AgRhO4-rutile_rK3Im7qfRs_0y4IE1d2iQ,Ag1Rh1O4,44111,C,-394.92929176,75,1,-8.260419000000006
2131,AgRhO4-rutile,"(1, 1, 0)",3,AgRhO4_AgRhO4-rutile_9vcKwTFdHj_fbT7UTE0ie,Ag1Rh1O4,5778,H,-521.65172306,101,3,0.34545560333333
